Time,Fear_IBI,Happy_IBI,Fear_HF,Happy_HF,Fear_LF,Happy_LF
1,-6.09045004618405,-4.67117250189968,-0.346519988112117,-0.30167923671382,-1.08160000796752,-0.92197983958228
2,3.78988211573774,3.12812281776921,-0.124340854256225,-0.176451376132864,-0.431790007243749,-0.384264198898792
3,5.46808405318363,15.7013629123165,-0.047875135412579,0.0351839464262066,-0.315931810380615,-0.23565998711015
4,-6.39449212146252,17.5544775534856,-0.0198381549801888,0.0595961860090371,-0.268690167786034,-0.272112943485315
5,0.722007652596974,19.9874315865357,-0.0225110474705969,0.111912207404272,-0.229918771586315,-0.19746524773527
6,8.56467241475956,22.6813462124425,-0.0915303200637262,-0.0321605839842805,-0.130512027475595,-0.0559849661637918
7,6.30002596154085,20.1511910582566,-0.0713715868258056,0.0404298438065786,-0.191500792107953,-0.112219014528059
8,-1.09063886967068,1.33110434555098,-0.122378714984922,-0.0130078355147512,-0.233527295935296,-0.153513665061914
9,0.745609752708712,10.5592090057947,-0.0604945522390824,0.0113165342468005,-0.242522435160174,-0.184168990622858
10,-17.4130750022202,18.5179812217798,-0.101309772748248,0.0350936190559734,-0.244072388579861,-0.249856206773856
11,-24.7235830337079,1.28143457237319,-0.114491139265885,0.0708186994656166,-0.0860284102565203,-0.275793659642483
12,-15.9699252631988,-3.09404998578701,-0.0818178950667809,0.0137544278049949,-0.126574697029936,-0.289845292482307
13,-8.77852489861357,11.9036470365169,-0.034770374952642,0.076896333283151,-0.0998329527710498,-0.235562076336536
14,22.740146708263,1.25863294018344,-0.00353949865887203,0.00609489181520078,-0.189015252692196,-0.329849446615506
15,15.4281065823665,-7.28462811355196,-0.0392137523461854,0.0220997131078954,-0.17742405482403,-0.236891885510807
16,7.46471799424737,2.01994384060238,-0.0595630309043133,0.0378525038581124,-0.328769153216856,-0.331656172061987
17,1.44871536231962,19.1475245196121,-0.0735059100738002,0.0258019925887058,-0.421596043011027,-0.339562988595247
18,-0.0662211687805463,3.92297389924696,-0.0547781090918781,-0.0299175747166855,-0.3850506624559,-0.190327005720303
19,1.26066043488452,-6.84021450860225,-0.0666551323555266,-0.0792837353262242,-0.377939199401883,-0.277954017488342
20,-4.27816249177594,0.933801729193484,-0.069927821265661,-0.035213646420628,-0.369204144563751,-0.333532833413428
21,-11.9968979208279,-3.65860926712014,-0.0964352350448751,-0.032873544366012,-0.503445578988977,-0.384039021654005
22,-16.1074235760241,-9.11121769803195,-0.0911034460980191,0.00803966927830736,-0.389756795585568,-0.232548382961552
23,-5.11394521786317,-4.74794595190499,-0.0352659753281524,-0.0286206917211887,-0.427825297119917,-0.113404978255919
24,-7.34354614312172,-5.21768557574408,-0.00430500080122803,0.00414101821077999,-0.437867801947882,-0.299762304061381
25,2.15431662139907,-5.72360022371743,-0.0180161278905056,0.0774035676664731,-0.267993891218277,-0.225907463291992
26,1.86330785991298,-0.0312986083638083,-0.0931908609906267,0.0346592742362378,-0.267769031887244,-0.0693895764878066
27,-0.88747829146298,-1.94537636160871,-0.0404145786141569,-0.0248467658831957,-0.433363666092467,0.00980793055907497
28,-5.35291271323097,11.6742658494306,-0.0859936442396185,0.0693132382968279,-0.431391738680835,-0.0167751661011873
29,-3.34449976916136,11.3663184828072,-0.117399299048047,-0.00217685266561765,-0.262562824342926,-0.0943332178494568
30,-1.46152682835512,23.6041089526686,-0.060427406095136,-0.011946115929773,-0.324703097282099,-0.0576991857553701
31,-9.44814442503415,36.5855837804681,-0.0492312842602051,0.000608608800026603,-0.272318783306845,-0.0781972817646132
32,2.83874745311209,30.4740445651853,-0.0534306601539219,-0.0340669444228739,-0.20126906698814,-0.270589389869513
33,8.16729907988644,30.4325452386566,-0.0987283465450844,-0.0336667579388963,-0.162279153479845,-0.367905369524383
34,-0.577707786035402,28.5143100450288,-0.10427689183214,-0.0293130530635369,-0.151749283300717,-0.389045968148691
35,12.9521419672627,30.4186045000302,-0.0958320592089852,-0.0498543758514278,-0.0778486259732658,-0.297850893885556
36,24.1253013961522,35.0884328183028,-0.108221528204645,-0.105331926735629,0.102969184609016,-0.283876455104093
37,39.5300093088263,29.8782863915671,-0.0940045054831033,-0.043077723797693,0.182373501278778,-0.356652203567723
38,35.3218702273005,24.5279269069452,-0.158350138211839,-0.04373537505272,0.0494259184508061,-0.379496127877543
39,29.0790274285906,19.8700236715516,-0.173698214594317,-0.0883088375876798,-0.0948717377426343,-0.347945363772557
40,31.2946224139178,8.78988253395234,-0.141455758326039,-0.044120772973927,-0.0669607142968922,-0.333307121979026
41,28.2167863923793,8.35565414538118,-0.194972476903985,-0.089766151777478,0.0206427355738018,-0.361004469197275
42,11.1917417958161,12.8933780634219,-0.222539974732947,-0.00670828705679217,0.0534177997396074,-0.306024474582679
43,-5.47804630994775,11.004779740073,-0.219564306174037,0.025128943488971,-0.223486413507137,-0.429859820850894
44,-9.15640329007528,20.8116697302759,-0.103200861810747,0.030376340956049,-0.228274064834607,-0.468734897758314
45,-3.03673021140652,38.7001551283831,-0.144410012194706,0.114409482371887,-0.236370721347983,-0.33516301727629
46,-9.76973808467388,52.0916116091985,-0.0831506113309088,0.0958638819329192,-0.31948918024422,-0.423686903428856
47,-18.983161942568,58.7138970175583,-0.0573106430303745,0.102691098039022,-0.349654254853554,-0.518949155656046
48,-22.6748858468794,45.1073926365035,-0.143771191226083,0.134932997018709,-0.433200455081089,-0.370899478017153
49,-16.7795459681117,18.7919340579699,-0.136315158225367,0.0707330664151963,-0.287866216723626,-0.495828916838765
50,-18.3980996668922,21.4898939308957,-0.0865808788749518,0.105736852552462,-0.524950370904677,-0.408754285703338
51,-9.16238378999061,22.5169839762828,-0.113086993836161,0.0554784841997677,-0.500431415240614,-0.337343537017208
52,-1.10864890027695,17.82205952836,-0.134660481336897,0.113198640264253,-0.363163304266523,-0.422237898185341
53,0.477322088998406,26.0488800905814,-0.109769388382295,-0.0143136219164135,-0.565134239419799,-0.146128777686701
54,-3.26651005474225,43.6324980798852,-0.1437208380544,0.0382454411303634,-0.473585170978502,0.102736742258123
55,-0.762041916900481,54.944343582705,-0.121010604854828,-0.104858926653358,-0.332474085612442,0.107508824533796
56,-9.14472180958231,58.2405559826751,-0.197248392692982,-0.0970514840601947,-0.373941203453315,0.14027295562071
57,-13.257258026896,32.0481207997708,-0.21651432978239,-0.0571644312389339,-0.384099506035747,-0.00687195501703336
58,-12.5930009636433,12.5333947544242,-0.172679008005907,-0.0406924789469456,-0.377738443590588,-0.215338897050475
59,-11.632977758837,12.2895539468145,-0.123491284793808,-0.0410361038300825,-0.464525006340713,-0.285456148938776
60,-15.0163757452362,10.6731306979055,-0.175244847041652,-0.0665560932495798,-0.394818905747417,-0.386933103537458
61,-7.41353058544189,8.03401814928595,-0.123701786308686,0.0165344631143324,-0.390539031156621,-0.316268159515073
62,4.89113598968503,20.2226926854965,-0.155471269913756,0.0232874526853472,-0.304781029639157,-0.237219271275294
63,5.67939224344561,38.2217743734641,-0.063801138236344,0.0392750077703669,-0.35708047442612,-0.391192631643377
64,1.12955018183689,23.2991807603209,-0.0965959788845507,0.0863758800188535,-0.369419175082822,-0.312510103788057
65,9.72169386543462,18.0337793608439,-0.0620680789708552,0.0760592534119825,-0.252202284482673,-0.307496050666004
66,12.683642934227,37.1389673029869,-0.0961902478308457,0.0271816729746273,-0.389338841079818,-0.352164329897648
67,12.1714001347641,37.0471812656855,-0.116649876052,0.0377195770184867,-0.453901741694543,-0.295901803050723
68,5.60079933573865,22.3492188231947,-0.0845119071193177,-0.044843261805884,-0.438578906372238,-0.448081378676072
69,-5.79812705675144,29.3814021864243,-0.106808514842017,-0.0167495306793008,-0.432393661906549,-0.400955520797405
70,-9.8920448843614,29.2662768075424,-0.179786103473532,-0.040495984304691,-0.486582022197893,-0.201160608169673
71,-10.8599952746276,12.6159614354252,-0.127080934855851,-0.0438743243413511,-0.482227883588573,-0.197780831831082
72,-18.7764550874564,2.22153219168994,-0.0640078457500298,-0.0825009270353808,-0.561671836375236,-0.134849172734518
73,-9.06311173688491,6.65210375054236,-0.109036441329028,-0.035228200366153,-0.502983274505619,-0.148890286751013
74,1.98794077625434,20.6189136085028,-0.0496257652158411,-0.0104796739664118,-0.33369403676756,-0.129439631195607
75,-14.5910649084334,21.857727641912,-0.0389424586365792,-0.131376842766067,-0.32437487139364,-0.029725104022792
76,-12.292106290638,17.6240939289356,-0.0778602330402443,-0.148029999535799,-0.355309037404602,-0.0194360602353086
77,-3.08074821173989,23.0561296223694,-0.034570931885533,-0.184739969873699,-0.184592954094201,-0.0222462107995078
78,-4.41859625623253,43.7287099244988,-0.0124521865089426,-0.0980433981690308,-0.259085225355459,0.0623842550633362
79,-4.04466945750118,45.0194493235687,-0.0482078303705381,-0.081601274647336,-0.262400416400281,0.00262083239985215
80,-6.47059327039301,43.6898821959728,-0.0774796818669856,0.0186427549255418,-0.157398183279443,-0.0314020869254221
81,-13.6193097883804,42.3002804602336,-0.0579193302029647,-0.122596600245333,-0.172277258089176,0.167221761221529
82,-14.7592115998618,34.643393033445,-0.074381230956911,-0.0121013394633602,-0.207383536511651,0.275442169338657
83,-9.81472617369839,10.1777386729941,-0.0583303860306239,0.0331284082342983,-0.101017535767202,0.0162792662017294
84,1.0473989605056,5.31708831090656,-0.0204750720344386,0.0809711866291818,0.0380337200559103,0.00748191260554662
85,-2.31541315855747,10.5210078844397,0.0172614653026797,0.0722019400840378,-0.0523216273142374,0.0303338234944832
86,-3.42985237933688,-0.050465199182238,-0.0375356338930042,0.0673751808564464,-0.187810361109682,0.0255249794298644
87,-8.78841140158374,-7.19188691008853,-0.0369062189859818,0.116901636364557,0.0241875472459645,-0.0816141084022895
88,1.623269297018,0.0532928514888281,-0.0338273011454183,0.137837608545049,-0.0656103741105329,-0.0815902405926132
89,-1.71526961207288,7.11601443744643,-0.018090356232646,0.1499327984392,-0.163410019423067,-0.0746154347033208
90,-2.85361952561977,21.562980813382,0.0121516041956934,0.171590990706547,-0.274600979876004,-0.130955121672361
91,10.2282006917699,24.2968636705491,0.00966855236684199,0.128695927804655,-0.244622404051936,-0.249213548647745
92,11.7865650011782,25.8461457797296,-0.0923378728373024,0.0945093502174313,-0.106271737573687,-0.246416996663377
93,8.15937654017856,24.531165381352,-0.0829735086127104,0.0392440476259504,-0.158703835016134,-0.289493608936956
94,3.44258889109159,33.0392394637697,-0.111220351475716,0.0781994261017518,-0.292816217693999,-0.144367796865289
95,-1.30017824560201,56.1329366927204,-0.113630724932423,0.0482577685913571,-0.269844964844015,-0.0348779952444591
96,-16.1694032818366,49.2221819825146,-0.119294427181422,-0.0284995483790746,-0.190411347469292,-0.0529047384077015
97,-21.0468394921798,31.9785733395664,-0.135488009707369,-0.0555329268220707,-0.306059443634373,-0.188466285021541
98,1.82994093306096,34.7294848005337,-0.0952095062409557,0.00642009681113792,-0.281731406650505,-0.155448440302757
99,-8.92620501884056,18.0221778738979,-0.0151874707056863,0.087754974907899,-0.222424536161843,-0.192683885722485
100,-5.57168512721023,13.2377651544481,-0.0941679702262287,0.102599597937227,-0.344397912219687,-0.194786543771509
101,-1.92441014678078,17.8355664206421,-0.0120426523234781,0.123991738517335,-0.209292736650564,-0.222139727202404
102,-9.80299196456297,21.1046640369015,-0.0726084972959757,0.161558731056316,-0.314270064485903,-0.0495492581027355
103,-6.64984875186883,12.6491879002483,-0.00076117470683041,0.0460872001210163,-0.19596270014718,0.0329043598031954
104,1.39658083429653,2.59709221826933,0.0313555574745305,0.136631352039013,-0.252099266006173,0.0334350937895344
105,4.37318950710172,-8.64948563471406,-0.00682911567075173,0.1692374000546,-0.239702593800445,0.0664606154512044
106,-7.78173538828895,0.895570677502699,-0.045263459641366,0.15501837434522,-0.150762211438823,0.0878127217185694
107,-14.1055549197911,28.8930536057333,-0.0609269847086133,0.159250087434334,-0.249397685131242,0.190405382890966
108,-7.53956385042739,42.6962567609413,-0.0792740395462457,0.0548599742145299,-0.243585341190065,0.0785838613002459
109,-7.01018513044325,43.1805710253777,-0.0134657887080709,0.102061597055414,-0.107251586565151,0.00619132115741379
110,-1.13063031708467,39.8323731025642,-0.0114167564465767,0.110425808709475,-0.124494235643935,-0.0977529653120837
111,2.08329917301914,33.7058874316582,-0.00927704482409011,0.150218930350768,-0.148754045622235,-0.224209273961722
112,-6.02134281637694,27.4297778031265,-0.0204497972896855,0.0587501096489088,-0.222268320373579,-0.295784940440582
113,-13.1635064250278,24.9743274458258,-0.0642649469462636,0.0454731531896574,-0.337491428391477,-0.176410027501887
114,-13.3720807498648,8.17480320140598,-0.088015831992539,0.0524994140506556,-0.284321536437291,-0.264567843974158
115,4.99642050387328,7.10447549915041,-0.072865908335397,0.0414701454543867,-0.0867877266448918,-0.437509592989768
116,0.0675962194405273,18.7733682182136,-0.0598620819978153,0.0690983181659428,-0.217028123192405,-0.422396909586686
117,-0.745929065619848,31.3395645310735,-0.15297568341271,0.0395575589806348,-0.305589300534484,-0.310300029558937
118,-4.79949414897618,39.1396280650999,-0.161020082371506,0.048966226371118,-0.224348201491468,-0.210418551880917
119,-14.3592311347484,42.4058006373619,-0.181100565487493,0.0996288762746682,-0.341829176062517,-0.068928007098323
120,-11.9011960207645,25.8684758915813,-0.132090480826218,0.107764241742551,-0.229361657799564,-0.116749379489532
121,-10.0618189517305,21.4476303487057,-0.0631450033149663,0.123217285524029,-0.160072055482195,-0.149481593481616
122,1.58199000987199,26.7174318259568,-0.0957123478259553,0.196910646046222,-0.154002032168456,0.0797354289661252
123,11.340870960103,2.30159228023813,-0.125246107565231,0.160199592931743,-0.174778094378416,0.208680989615642
124,20.2802384583133,-10.4540797424654,-0.105314961401069,0.110317871837824,-0.244253920970528,0.114868748158628
125,13.6240414486426,-11.8939040785816,-0.0961325795475943,0.119654224485714,-0.267068290421325,0.118497387397424
126,19.4821173461668,-12.9834527801637,-0.154018092078326,0.100772827272199,-0.341272944659069,0.171409156582299
127,26.8358812550914,-17.636523697267,-0.145595428417169,0.177499338747692,-0.41242231348636,0.158568201861003
128,23.3447282440072,-19.8094449338565,-0.209675111960288,0.135890028186608,-0.238968053764794,0.0823013603647158
129,23.4861784608504,-22.3679625490239,-0.238416966192021,0.0972591883915511,-0.303464673252641,0.21034679559962
130,19.7582144868419,-30.5816617841882,-0.155647877685982,0.0908422501384229,-0.298695584231484,0.255616150349646
131,15.3804167385495,-19.1343381774464,-0.236157049810934,0.137427279273721,-0.208708573949092,-0.0518906339107869
132,12.3132181602972,-8.5465270718488,-0.185732826197785,0.099656462910857,-0.168692912652649,-0.0699098027912169
133,2.13088263950741,9.00168059497615,-0.209716919422965,0.0428596951555494,-0.188253614067219,-0.0523630416561565
134,-2.00529183948283,17.1277248682031,-0.208346467878686,0.0445764618409735,-0.278937074774282,-0.0759187114882899
135,-12.1618971506768,1.83122266352404,-0.166730479503339,0.102998707200313,-0.367857506428885,-0.274875926672292
136,-12.9816182872612,8.74115027097662,-0.11913306747514,-0.0164641386973099,-0.600997638680821,-0.236976974318344
137,-0.156585934471229,17.4925916341095,-0.178426072829063,0.0693670852434536,-0.430747171291532,-0.204891186465316
138,0.403375555942626,11.6412771564315,-0.0933390610165279,0.0403827263500208,-0.380137466540957,-0.330685769631066
139,-17.6389496699418,9.20755187388215,-0.129510158632537,0.0516615165688302,-0.630007975087991,-0.246190050578088
140,-5.73633897998368,12.0881122122667,-0.146212400184168,0.0155458145571679,-0.499445921506084,-0.301689307221949
141,1.23795572776801,-1.47403786818965,-0.163063655695167,-0.0155538655015623,-0.489147904288597,-0.330276860595121
142,3.13906269878893,-4.55322230699526,-0.0922828548195163,0.0533444640174345,-0.280118177603242,-0.111555468597346
143,-9.83850696651878,-3.13435028228375,-0.174150457846571,0.0423057960107259,-0.1168469359891,-0.259972818308359
144,-24.8449751989031,-10.3653699482412,-0.140194626779026,0.0770594556002157,-0.29211997937439,-0.301099523340045
145,-29.2839965292192,-5.18783309157927,-0.163572685028103,0.00846887383715239,-0.247939337781416,-0.236483682806239
146,-32.0235479278718,8.0964027439185,-0.128017633961927,0.0939134604599925,-0.153997566016046,-0.33935359893636
147,-32.9882627950356,-0.225345573124021,-0.153919820034162,0.0828921167286189,-0.26294733922585,-0.440660060784664
148,-27.6424053083112,3.38047800262821,-0.141694363848078,0.134674541682079,-0.415188590853762,-0.246989040363292
149,-20.6814624369476,22.575835120444,-0.113538352662208,0.123187257717896,-0.338992844397909,-0.184200590881935
150,-5.61712438504055,10.7822173689047,-0.0658995427036332,0.110793984427986,-0.53862665425494,-0.282433449885634
151,10.6870103484818,1.70721845673782,-0.0111095293842516,0.146311178987639,-0.374916026669619,-0.29949340710017
152,-9.19895076373507,22.720093956391,-0.158351857678606,0.115624089376041,-0.197319860259733,-0.15348953659391
153,-26.3306798528181,24.0726047288853,-0.1537282666937,0.0420742870212935,-0.282364305961344,-0.202062912356553
154,-38.7179624020326,12.0475885294496,-0.165826142189646,0.0947753076634444,-0.360985156015503,-0.252327129753779
155,-33.7111362387665,3.6910870277195,-0.188719839991657,0.0191570627866096,-0.453906871385626,-0.219870115123205
156,-26.8220211784581,-11.502259201532,-0.251085768925929,0.0134059473243824,-0.399153088466629,-0.194850076998862
157,-12.0171008341502,-10.3241715239681,-0.162348186777443,0.0628813877025887,-0.51556636190793,-0.18800368727177
158,-20.0429311248284,-14.8294498118833,-0.133739253794261,0.0562507364599864,-0.500016415358778,-0.146610379957661
159,-23.0749759246632,-16.801737113406,-0.12301068918123,0.00957695761830869,-0.389481277216397,-0.0958843635120626
160,1.99185151336438,-1.80869599312148,-0.127316022699469,0.0605589126662508,-0.323272958357464,-0.12101144558622
161,0.314623518803374,1.03384677981283,-0.0792944369492038,0.119611274995865,-0.224312835589143,-0.0524856511560841
162,-28.5064921900613,4.73215473823683,-0.190234540848347,0.0280179737394921,-0.19259095105053,-0.0373086793609853
163,-38.1928109119652,13.7453168692375,-0.137297214348305,0.0787680839579696,-0.199823410524325,-0.106586785715957
164,-26.0175027461005,18.995427831336,-0.116535625620146,0.0599801819254883,-0.13698427004918,-0.0333629500703332
165,-40.5822464009591,3.53371124449837,-0.102734665143853,0.0917578173525971,-0.0855630189850827,-0.170442841687645
166,-41.1728856715162,3.13856314734245,-0.18091116164804,0.0371090594176805,-0.159335672025885,-0.196391564453749
167,-56.3947711536903,-6.21795805208798,-0.114523481916889,-0.00681319922900764,0.0744692037482929,0.0611031820481378
168,-73.5925311334044,7.85791309742497,-0.213355918943643,0.00206405913205645,0.224960801916038,0.159507176482101
169,-63.5964867900048,34.399404156906,-0.230914015585875,0.118394657297546,0.24308249765992,0.144424759674838
170,-41.3925720945062,33.6621000740549,-0.0826344517630623,0.0729152711954347,0.215604021458814,0.0980700944711526
171,-25.9582757010343,25.933247417432,-0.126286369241203,0.228275680236612,0.203204278489798,0.0442671090506556
172,-0.909494502960918,38.18544684792,-0.0331944973275963,0.144916772457553,0.020664908086101,0.240508115358445
173,0.0833655437164094,49.0895664951479,-0.0792456052287144,0.233205698636752,-0.0661727707207651,0.107328822358285
174,-6.72639613223205,32.854709250576,-0.0428540348869496,0.195274208367923,-0.133708911526067,-0.0831770049064555
175,-10.9065841755942,24.6655139377391,-0.133373915294311,0.217056792727431,-0.415924341921809,-0.258924976206879
176,-23.5416300092299,26.2130569650541,-0.192230035500938,0.034504747999063,-0.66827716243844,-0.631350468633559
